ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,CreditHistory,Dependents,Education,EmploymentType,PropertyArea,MaritalStatus,Loan_Status
116042,17576,220231,300,0,0,Not Graduate,Self Employed,Rural,Single,0
108610,29001,335815,36,1,3+,Graduate,Salaried,Urban,Single,1
118691,390,197522,300,1,1,Not Graduate,Self Employed,Urban,Married,1
53304,45436,458124,120,1,2,Not Graduate,Self Employed,Urban,Single,1
84449,11569,487574,12,1,0,Not Graduate,Self Employed,Semiurban,Single,1
97986,13029,492263,180,1,3+,Not Graduate,Salaried,Rural,Married,1
123940,22490,478734,84,1,0,Graduate,Salaried,Urban,Single,1
53494,45875,369957,180,0,2,Graduate,Salaried,Rural,Single,0
18373,5867,146748,84,0,3+,Graduate,Salaried,Urban,Married,0
112532,9121,289292,12,1,2,Not Graduate,Salaried,Semiurban,Single,1
107658,1539,450022,84,1,1,Graduate,Salaried,Urban,Married,1
138633,17027,154733,12,1,2,Graduate,Salaried,Semiurban,Single,1
115386,74229,484107,120,1,1,Graduate,Salaried,Rural,Single,1
42350,8921,176865,240,0,2,Not Graduate,Salaried,Urban,Single,1
108008,50435,395695,60,1,0,Graduate,Salaried,Urban,Married,1
109297,10310,441479,84,1,0,Not Graduate,Self Employed,Urban,Single,1
40351,63965,351364,12,1,3+,Not Graduate,Salaried,Rural,Single,1
103668,69922,329302,180,0,0,Graduate,Self Employed,Semiurban,Single,1
129585,12242,393136,12,1,0,Graduate,Self Employed,Semiurban,Single,1
90353,8947,470804,180,1,1,Not Graduate,Salaried,Urban,Married,1
80953,71466,112576,300,1,0,Not Graduate,Salaried,Rural,Single,1
72458,61816,400171,84,1,1,Not Graduate,Self Employed,Semiurban,Single,1
35358,48785,205260,36,0,1,Graduate,Salaried,Semiurban,Single,0
18267,507,273687,180,0,1,Not Graduate,Salaried,Semiurban,Single,0
97745,66972,370974,12,0,2,Not Graduate,Self Employed,Semiurban,Married,1
104588,27151,185091,84,1,1,Not Graduate,Salaried,Semiurban,Married,1
53513,11618,62419,12,1,2,Graduate,Salaried,Urban,Married,1
26338,74286,83697,36,1,1,Not Graduate,Self Employed,Urban,Single,1
146484,16122,397076,60,0,2,Not Graduate,Self Employed,Urban,Married,0
22543,7354,431856,240,1,3+,Not Graduate,Self Employed,Semiurban,Married,0
120891,30979,145428,240,1,3+,Not Graduate,Salaried,Semiurban,Married,1
75692,79376,189045,36,0,2,Not Graduate,Self Employed,Semiurban,Single,1
59425,52774,289073,120,1,3+,Graduate,Salaried,Urban,Single,1
53756,5037,136649,84,1,0,Graduate,Salaried,Semiurban,Married,1
33888,28633,434793,36,0,1,Not Graduate,Salaried,Urban,Single,0
62295,24495,323280,60,1,2,Not Graduate,Self Employed,Semiurban,Single,1
129352,64550,396883,12,1,3+,Not Graduate,Salaried,Urban,Single,1
98042,36483,374646,84,1,3+,Not Graduate,Salaried,Rural,Married,1
100999,73373,212357,300,1,0,Not Graduate,Self Employed,Semiurban,Single,1
32955,34069,335183,180,1,1,Not Graduate,Self Employed,Semiurban,Single,1
52841,7370,378864,36,1,0,Graduate,Salaried,Urban,Married,1
85640,71947,173168,300,1,2,Not Graduate,Self Employed,Semiurban,Single,1
76476,39133,138263,300,1,3+,Not Graduate,Salaried,Urban,Single,1
59811,692,109155,60,1,3+,Graduate,Salaried,Urban,Married,1
86180,28926,66911,300,1,3+,Graduate,Salaried,Rural,Married,1
127856,73984,50916,36,0,0,Graduate,Self Employed,Rural,Single,1
83450,43390,371196,120,1,0,Graduate,Self Employed,Semiurban,Single,1
126888,49593,282695,240,1,1,Not Graduate,Salaried,Semiurban,Single,1
125448,75609,329934,240,1,2,Graduate,Salaried,Urban,Married,1
29397,5209,448422,84,1,1,Graduate,Salaried,Urban,Married,0
146800,6533,171937,12,0,1,Graduate,Salaried,Urban,Single,0
134180,7211,135053,60,1,3+,Not Graduate,Self Employed,Urban,Single,1
81234,9927,362094,36,0,0,Not Graduate,Self Employed,Semiurban,Single,0
54954,77463,428355,84,0,2,Not Graduate,Self Employed,Rural,Single,0
94459,24594,368505,36,1,1,Graduate,Self Employed,Semiurban,Married,1
74163,74852,373595,84,1,2,Not Graduate,Self Employed,Semiurban,Single,1
66934,77713,349840,240,1,3+,Graduate,Salaried,Semiurban,Married,1
69098,76382,152395,300,0,1,Graduate,Self Employed,Rural,Married,1
20486,7933,436265,120,0,0,Graduate,Salaried,Semiurban,Married,0
101900,40696,358872,36,1,1,Graduate,Salaried,Rural,Single,1
141020,65449,367545,120,1,3+,Not Graduate,Self Employed,Urban,Married,1
117795,67616,247298,180,1,1,Not Graduate,Self Employed,Semiurban,Married,1
102508,6089,75103,180,0,3+,Not Graduate,Salaried,Urban,Single,1
133324,56548,477479,300,1,1,Not Graduate,Salaried,Urban,Single,1
75566,26123,307777,240,1,2,Graduate,Salaried,Urban,Married,1
42192,7797,362188,60,1,0,Graduate,Self Employed,Semiurban,Single,1
16062,50013,107730,120,1,3+,Graduate,Self Employed,Urban,Married,1
99076,8346,75825,84,0,2,Graduate,Self Employed,Semiurban,Single,0
104780,33672,257328,60,0,3+,Graduate,Self Employed,Urban,Married,0
36689,17653,87271,36,1,1,Not Graduate,Salaried,Semiurban,Married,1
26174,49556,127256,36,1,3+,Not Graduate,Self Employed,Semiurban,Single,1
103461,26140,489948,84,1,3+,Graduate,Salaried,Semiurban,Single,1
141174,1184,116433,12,1,0,Graduate,Self Employed,Urban,Single,1
118033,34493,263702,300,1,2,Not Graduate,Self Employed,Semiurban,Married,1
24348,44148,151999,12,1,1,Not Graduate,Self Employed,Urban,Married,1
53102,24846,282062,300,1,0,Graduate,Salaried,Rural,Single,1
89460,22195,73572,36,0,3+,Not Graduate,Salaried,Urban,Married,1
117634,5606,88546,300,0,0,Not Graduate,Self Employed,Urban,Single,0
104930,3956,458366,240,1,3+,Graduate,Salaried,Semiurban,Married,1
21801,16555,366309,240,0,1,Graduate,Salaried,Urban,Married,0
118150,18690,375834,84,0,3+,Not Graduate,Self Employed,Rural,Single,0
16542,58502,496880,12,0,0,Not Graduate,Self Employed,Semiurban,Single,0
36677,48849,256271,120,0,0,Graduate,Salaried,Urban,Married,0
54081,26347,86948,36,0,3+,Not Graduate,Self Employed,Urban,Married,1
108105,49056,480246,180,1,2,Not Graduate,Salaried,Semiurban,Married,1
34065,63851,339151,120,1,0,Not Graduate,Salaried,Semiurban,Married,1
103092,70211,150819,84,1,2,Graduate,Self Employed,Urban,Single,1
69693,41850,403351,180,1,2,Not Graduate,Salaried,Urban,Single,1
41962,78545,388916,120,1,2,Not Graduate,Self Employed,Semiurban,Single,1
43295,27843,72024,12,0,2,Graduate,Salaried,Semiurban,Married,1
28807,62320,293480,300,1,0,Graduate,Salaried,Rural,Married,1
147396,29793,482600,240,0,0,Not Graduate,Salaried,Rural,Married,1
106267,39516,132912,12,1,2,Graduate,Salaried,Rural,Married,1
34870,17857,305233,180,1,0,Graduate,Salaried,Semiurban,Single,0
41790,19627,283746,300,1,2,Not Graduate,Salaried,Semiurban,Single,1
133874,61822,461373,300,1,2,Graduate,Self Employed,Semiurban,Single,1
40289,52248,311139,300,1,2,Not Graduate,Salaried,Urban,Married,1
30485,55798,397625,60,1,3+,Not Graduate,Salaried,Semiurban,Single,1
59482,44116,400697,240,0,1,Graduate,Salaried,Urban,Single,0
101188,75318,182828,36,1,0,Not Graduate,Self Employed,Semiurban,Single,1
19748,28557,281749,180,1,0,Not Graduate,Salaried,Semiurban,Single,1
18709,71334,152488,84,1,2,Not Graduate,Salaried,Urban,Married,1
138961,75163,146741,36,0,3+,Not Graduate,Salaried,Semiurban,Married,1
45355,78002,239123,120,1,3+,Not Graduate,Self Employed,Semiurban,Single,1
57918,42614,281773,240,0,0,Graduate,Self Employed,Semiurban,Single,0
67224,12720,390354,84,0,2,Graduate,Self Employed,Rural,Single,0
54298,57608,224166,84,1,0,Not Graduate,Salaried,Semiurban,Single,1
95219,72095,268961,12,1,2,Not Graduate,Salaried,Urban,Single,1
76629,35892,447751,120,1,2,Graduate,Salaried,Urban,Married,1
81040,77242,499251,12,1,1,Not Graduate,Self Employed,Urban,Single,1
43016,77606,97367,12,1,2,Not Graduate,Salaried,Semiurban,Single,1
38960,924,288544,300,1,1,Not Graduate,Self Employed,Urban,Single,0
48591,51322,460334,240,1,0,Graduate,Self Employed,Rural,Married,1
118333,26478,109884,60,1,0,Not Graduate,Salaried,Urban,Married,1
129821,71042,194352,12,1,3+,Graduate,Salaried,Semiurban,Married,1
51395,46418,457962,36,1,1,Not Graduate,Self Employed,Rural,Married,1
144695,62217,414716,84,1,0,Not Graduate,Salaried,Urban,Married,1
49620,73762,103251,240,0,1,Graduate,Self Employed,Rural,Single,1
143148,11781,134821,12,1,0,Graduate,Self Employed,Urban,Single,1
35559,5515,133583,180,0,1,Not Graduate,Salaried,Semiurban,Married,0
108396,36133,294697,36,0,1,Not Graduate,Salaried,Rural,Married,0
36732,76946,60207,120,0,2,Not Graduate,Salaried,Urban,Married,0
106362,9095,252199,84,1,0,Graduate,Salaried,Urban,Single,1
28843,20470,77757,240,1,3+,Not Graduate,Salaried,Rural,Married,1
129065,43129,459442,180,1,2,Graduate,Salaried,Rural,Married,1
86726,8531,470422,240,1,3+,Not Graduate,Salaried,Rural,Married,1
32640,37038,201328,240,1,1,Not Graduate,Self Employed,Rural,Single,1
67528,42674,345966,180,1,2,Not Graduate,Salaried,Urban,Married,1
53413,29831,312070,120,1,1,Not Graduate,Salaried,Urban,Single,1
67638,57174,91340,180,1,0,Not Graduate,Salaried,Urban,Single,1
125133,11279,292955,36,1,0,Not Graduate,Salaried,Semiurban,Single,1
121357,38220,495450,300,1,3+,Not Graduate,Self Employed,Rural,Single,1
93859,60610,355495,240,1,0,Graduate,Salaried,Urban,Single,1
114657,52719,418455,120,0,3+,Not Graduate,Self Employed,Rural,Married,1
26023,53051,491887,240,1,1,Not Graduate,Self Employed,Rural,Single,1
36447,72013,125320,180,1,2,Not Graduate,Self Employed,Urban,Single,1
140899,56652,414709,120,1,0,Not Graduate,Self Employed,Rural,Single,1
38959,65524,478373,120,1,1,Graduate,Self Employed,Rural,Married,1
81203,6470,332081,12,1,2,Graduate,Salaried,Rural,Single,1
134156,67598,497506,12,1,1,Not Graduate,Self Employed,Rural,Single,1
24337,41798,489923,300,1,3+,Not Graduate,Self Employed,Rural,Single,1
61427,53473,323363,12,0,1,Graduate,Salaried,Urban,Married,1
76529,19880,59399,180,1,3+,Graduate,Self Employed,Urban,Single,1
117023,44439,176733,84,1,3+,Graduate,Salaried,Rural,Single,1
99665,14308,279920,36,0,0,Not Graduate,Salaried,Rural,Single,0
120787,35081,470873,180,1,3+,Graduate,Salaried,Rural,Single,1
48307,75242,332191,240,1,3+,Graduate,Salaried,Semiurban,Single,1
142016,50383,281615,12,0,1,Not Graduate,Self Employed,Rural,Single,1
19835,9837,135693,120,1,3+,Not Graduate,Self Employed,Semiurban,Single,1
35159,52151,150931,180,1,3+,Not Graduate,Self Employed,Semiurban,Married,1
136790,36824,225963,120,1,1,Graduate,Salaried,Semiurban,Married,1
120616,33073,187852,300,0,2,Graduate,Salaried,Urban,Married,1
93752,26299,339194,240,1,0,Graduate,Salaried,Semiurban,Single,1
70284,58861,123551,120,1,1,Graduate,Self Employed,Rural,Married,1
72043,30063,380810,120,0,3+,Not Graduate,Salaried,Rural,Single,0
112007,69453,274691,300,0,1,Graduate,Self Employed,Urban,Married,0
97844,68472,132016,60,1,2,Not Graduate,Self Employed,Urban,Married,1
42532,14506,163135,84,1,1,Graduate,Salaried,Rural,Single,1
137402,79854,103010,36,0,1,Graduate,Salaried,Urban,Single,1
133012,26026,282084,36,1,1,Graduate,Salaried,Urban,Single,1
71178,27672,88165,12,1,1,Not Graduate,Salaried,Semiurban,Single,1
64407,38417,323672,60,1,3+,Graduate,Salaried,Semiurban,Single,1
65990,52413,432984,180,0,1,Not Graduate,Self Employed,Urban,Married,0
144473,65066,230680,300,1,2,Not Graduate,Self Employed,Rural,Single,1
73141,59213,449130,180,0,1,Not Graduate,Salaried,Semiurban,Married,0
71570,50971,87136,36,1,1,Not Graduate,Salaried,Rural,Married,1
16015,27281,454395,84,1,3+,Graduate,Salaried,Urban,Single,1
76813,28091,398152,120,1,3+,Graduate,Self Employed,Rural,Married,1
42712,50494,62076,240,1,1,Not Graduate,Self Employed,Rural,Married,1
115497,18610,436055,12,1,3+,Not Graduate,Self Employed,Rural,Single,1
127816,1079,205855,84,1,3+,Graduate,Self Employed,Rural,Single,1
143778,46751,428769,36,0,1,Graduate,Salaried,Urban,Married,1
77292,55432,227788,60,1,3+,Not Graduate,Self Employed,Urban,Married,1
38833,30951,100298,12,0,0,Graduate,Self Employed,Semiurban,Married,0
35309,78291,366448,300,1,0,Graduate,Salaried,Semiurban,Single,1
21970,59872,391504,36,1,0,Graduate,Salaried,Semiurban,Single,1
87474,7235,119835,180,1,3+,Not Graduate,Self Employed,Semiurban,Single,1
61540,62712,162424,12,1,0,Not Graduate,Salaried,Rural,Married,1
33017,21473,189190,300,1,2,Not Graduate,Salaried,Semiurban,Single,1
90880,67567,304394,36,1,0,Not Graduate,Salaried,Semiurban,Single,1
120570,79823,369055,180,1,2,Not Graduate,Self Employed,Rural,Married,1
23702,32230,153088,240,0,3+,Graduate,Self Employed,Urban,Married,0
146456,68876,65185,180,1,0,Graduate,Salaried,Semiurban,Married,1
15404,40644,485008,120,1,2,Graduate,Salaried,Urban,Single,1
27763,48664,100613,300,1,3+,Not Graduate,Self Employed,Semiurban,Single,1
113142,45203,291084,300,0,0,Graduate,Self Employed,Urban,Single,0
95642,66677,214999,60,1,1,Not Graduate,Salaried,Semiurban,Single,1
65612,25425,312530,300,1,0,Not Graduate,Salaried,Urban,Single,1
38574,69806,342164,120,0,0,Not Graduate,Self Employed,Urban,Single,0
38524,42814,92678,36,0,0,Not Graduate,Salaried,Semiurban,Single,0
25916,70219,267767,240,1,1,Not Graduate,Self Employed,Urban,Married,1
19809,49646,111394,84,1,2,Not Graduate,Salaried,Semiurban,Single,1
136288,39884,250017,240,1,2,Graduate,Self Employed,Semiurban,Single,1
53765,69322,165377,240,0,1,Not Graduate,Salaried,Rural,Married,1
60106,21650,171716,300,1,0,Graduate,Self Employed,Semiurban,Married,1
68932,9190,237486,240,1,0,Not Graduate,Salaried,Semiurban,Married,1
72091,38196,498032,300,1,0,Graduate,Salaried,Semiurban,Married,1
36949,39449,105918,120,1,2,Not Graduate,Salaried,Semiurban,Single,1
52744,39661,292556,84,1,2,Not Graduate,Salaried,Rural,Single,1
123319,29709,427784,180,1,1,Graduate,Self Employed,Rural,Married,1
107193,75179,210527,300,1,3+,Not Graduate,Salaried,Rural,Married,1
51187,9943,416590,36,1,1,Not Graduate,Self Employed,Rural,Single,1
139454,43240,219807,60,1,2,Graduate,Self Employed,Urban,Married,1
29489,45760,144702,84,1,0,Graduate,Salaried,Semiurban,Married,1
76877,21042,155509,36,1,0,Not Graduate,Self Employed,Rural,Single,1
64922,43894,405752,300,1,0,Graduate,Salaried,Semiurban,Married,1
109074,6869,164310,84,1,0,Graduate,Self Employed,Rural,Single,1
52131,61078,455325,300,0,3+,Not Graduate,Salaried,Semiurban,Married,0
130765,56759,357946,120,1,1,Graduate,Salaried,Urban,Single,1
88963,44306,249092,36,0,1,Not Graduate,Self Employed,Rural,Married,1
121884,55371,84622,120,1,2,Graduate,Self Employed,Urban,Single,1
140917,20918,159935,12,0,1,Not Graduate,Salaried,Urban,Single,1
39285,28379,310440,36,1,3+,Not Graduate,Self Employed,Semiurban,Married,1
52626,2962,167919,84,1,3+,Not Graduate,Salaried,Rural,Married,1
34198,13851,445813,12,1,3+,Graduate,Salaried,Urban,Married,1
30254,45747,483813,120,1,0,Not Graduate,Self Employed,Semiurban,Married,1
59238,52349,222026,120,1,2,Graduate,Salaried,Semiurban,Married,1
16252,70832,119519,84,1,3+,Not Graduate,Self Employed,Semiurban,Single,1
54764,56356,237187,12,1,1,Not Graduate,Salaried,Urban,Single,1
92709,14745,486367,240,1,1,Not Graduate,Salaried,Semiurban,Single,1
68682,5730,306587,180,0,1,Graduate,Salaried,Semiurban,Single,0
74494,13921,198112,60,1,3+,Not Graduate,Self Employed,Semiurban,Married,1
96317,71138,94772,84,1,3+,Not Graduate,Salaried,Urban,Single,1
80215,19023,172431,120,1,1,Graduate,Salaried,Semiurban,Single,1
93587,45349,408234,36,1,3+,Not Graduate,Self Employed,Urban,Single,1
21949,41979,244904,12,1,1,Not Graduate,Salaried,Semiurban,Married,1
70393,22837,208988,300,1,0,Graduate,Self Employed,Urban,Married,1
40934,14997,357015,180,1,3+,Graduate,Self Employed,Urban,Single,1
90745,45039,338516,60,1,0,Graduate,Self Employed,Rural,Married,1
109456,20923,89080,36,1,0,Not Graduate,Salaried,Rural,Single,1
68413,8876,156242,12,1,3+,Graduate,Self Employed,Rural,Married,1
112239,60973,354866,180,1,1,Not Graduate,Salaried,Urban,Married,1
57318,2887,79048,84,1,2,Not Graduate,Self Employed,Semiurban,Married,1
85390,63723,135205,300,1,0,Graduate,Salaried,Semiurban,Single,1
58088,42422,452993,180,0,3+,Graduate,Self Employed,Urban,Married,1
118196,51413,366855,84,0,0,Not Graduate,Self Employed,Semiurban,Single,1
70479,2841,217403,300,1,1,Graduate,Self Employed,Urban,Married,1
34963,28756,306392,300,1,3+,Graduate,Salaried,Semiurban,Single,1
70123,71576,70968,240,1,2,Not Graduate,Self Employed,Urban,Single,1
140911,10304,497185,12,0,3+,Graduate,Salaried,Rural,Single,0
117468,30341,284417,300,1,0,Graduate,Salaried,Rural,Single,1
88477,4758,61292,180,0,3+,Graduate,Salaried,Semiurban,Single,0
29388,17010,301942,300,1,3+,Not Graduate,Salaried,Semiurban,Single,0
20569,60758,484010,60,1,0,Graduate,Salaried,Semiurban,Married,1
84836,31658,391603,180,1,2,Graduate,Salaried,Semiurban,Single,1
119573,49002,299004,12,1,1,Not Graduate,Self Employed,Rural,Married,1
60002,1375,362336,36,1,3+,Not Graduate,Self Employed,Rural,Single,1
39071,22092,470919,36,1,2,Not Graduate,Salaried,Urban,Single,1
73243,490,134193,180,1,1,Not Graduate,Salaried,Semiurban,Married,1
140827,3729,119165,180,0,0,Graduate,Self Employed,Rural,Single,0
123215,5974,379794,84,0,2,Not Graduate,Self Employed,Urban,Married,0
116570,21398,499732,12,1,2,Not Graduate,Salaried,Urban,Single,1
84724,34650,442002,84,0,3+,Graduate,Self Employed,Urban,Married,0
130359,21292,151398,60,0,0,Not Graduate,Salaried,Rural,Married,1
90697,3159,272182,240,1,3+,Not Graduate,Self Employed,Urban,Single,1
43732,62766,410029,36,1,0,Graduate,Self Employed,Semiurban,Married,1
136465,17065,203329,300,1,1,Not Graduate,Self Employed,Urban,Married,1
72108,21638,150588,300,1,3+,Not Graduate,Self Employed,Urban,Single,1
126195,1073,415500,120,0,0,Graduate,Self Employed,Rural,Single,0
118081,46511,302822,120,1,0,Graduate,Salaried,Urban,Single,1
51668,29320,395653,12,0,2,Graduate,Salaried,Rural,Married,0
38061,69876,272345,300,1,3+,Graduate,Self Employed,Rural,Married,1
94252,34924,363816,12,0,3+,Graduate,Salaried,Semiurban,Married,0
54749,40734,258655,120,1,1,Graduate,Salaried,Urban,Single,1
145560,68116,334257,12,1,0,Graduate,Self Employed,Semiurban,Single,1
119680,40025,312838,36,0,2,Graduate,Salaried,Semiurban,Married,0
66745,2159,65588,60,1,0,Graduate,Salaried,Urban,Single,1
123464,48940,242828,60,0,0,Graduate,Self Employed,Urban,Single,1
106865,79436,292431,300,1,0,Graduate,Salaried,Rural,Single,1
127428,76976,295456,84,1,3+,Graduate,Self Employed,Urban,Single,1
38624,14678,242214,36,0,0,Not Graduate,Self Employed,Rural,Single,0
38321,61075,114373,240,1,1,Graduate,Salaried,Semiurban,Married,1
37574,47204,397747,12,0,2,Graduate,Self Employed,Semiurban,Married,0
133831,12021,56704,12,1,2,Graduate,Salaried,Rural,Single,1
110257,6772,90136,300,1,0,Graduate,Salaried,Urban,Single,1
79291,67163,117507,240,1,2,Graduate,Self Employed,Urban,Married,1
142600,73755,97361,84,1,0,Not Graduate,Salaried,Rural,Married,1
65428,23464,370991,84,1,3+,Not Graduate,Salaried,Semiurban,Married,1
146374,51137,418503,12,1,2,Not Graduate,Salaried,Rural,Married,1
146127,30232,192513,12,1,3+,Not Graduate,Salaried,Urban,Married,1
126317,61497,431050,240,0,3+,Graduate,Salaried,Urban,Single,1
142449,74024,64677,300,1,1,Not Graduate,Salaried,Rural,Married,1
43699,51448,339962,36,1,1,Not Graduate,Salaried,Urban,Married,1
88686,901,314012,240,1,2,Graduate,Self Employed,Semiurban,Married,1
82661,2881,133591,84,0,0,Not Graduate,Salaried,Rural,Married,0
59247,29863,436106,240,0,0,Not Graduate,Self Employed,Semiurban,Single,1
120113,5622,379408,240,1,0,Graduate,Self Employed,Semiurban,Single,1
19621,1378,123168,240,1,0,Graduate,Salaried,Rural,Married,1
33030,71186,193115,36,1,1,Not Graduate,Self Employed,Rural,Married,1
97838,45201,121939,180,0,0,Graduate,Self Employed,Urban,Single,1
99717,59251,327876,12,1,0,Not Graduate,Self Employed,Urban,Married,1
53638,72572,367388,120,1,3+,Graduate,Salaried,Rural,Married,1
82067,39255,461742,300,0,0,Not Graduate,Self Employed,Rural,Single,0
133033,63212,321484,240,0,0,Not Graduate,Self Employed,Urban,Single,0
120977,50210,285560,300,1,1,Not Graduate,Self Employed,Urban,Married,1
103869,22499,334538,120,1,2,Graduate,Self Employed,Urban,Married,1
120186,51628,410701,180,1,3+,Graduate,Self Employed,Rural,Single,1
49674,61360,185174,12,1,3+,Not Graduate,Self Employed,Rural,Single,1
